x,y
0.410423672787671,2.1724655639523167
-0.12134597885609,3.5039673125395727
0.61380929219113,2.441727347770234
-0.342653552373799,4.925874629567298
0.664723419084879,2.5765472024827156
-0.0481134654633293,3.1457565406859898
0.861164810424056,3.349723893901314
0.164771275004174,2.4215945098494043
-0.0336687369919011,3.08169562190357
-0.413491677663257,5.4887665147866755
-0.890909138501868,10.645270094381814
0.370110622724886,2.170248017458061
-0.123722346526986,3.516526646908961
-0.149887454977477,3.658700179804095
0.956071946916109,3.8672438005168543
0.315767435614664,2.194042058665378
-0.681212580142463,8.088063348242944
0.200969834189962,2.3454060959101786
0.722807174426212,2.763316396973584
0.372810617698047,2.1698677625391696
-0.61715086817449,7.398157658593619
0.480164388316985,2.2162652340655375
-0.603380346350046,7.255438107017471
-0.102430717962402,3.406095286803305
-0.0161156878313593,3.0067740558820084
