x,y
0.410423672787671,2.4512960307765477
-0.12134597885609,3.363805373758942
0.61380929219113,2.047110130769133
-0.342653552373799,4.79442019365103
0.664723419084879,2.1010886490125773
-0.0481134654633293,3.0819101881945716
0.861164810424056,3.469955995268379
0.164771275004174,2.7641544901111947
-0.0336687369919011,3.0389633649987084
-0.413491677663257,5.372753661047171
-0.890909138501868,11.014580313544158
0.370110622724886,2.541702080550313
-0.123722346526986,3.37476748422753
-0.149887454977477,3.5028656925465333
0.956071946916109,4.032423851607049
0.315767435614664,2.6370901298246414
-0.681212580142463,8.024366468883533
0.200969834189962,2.744343565606601
0.722807174426212,2.318002067945644
0.372810617698047,2.536128784180705
-0.61715086817449,7.2823182026688436
0.480164388316985,2.272181788444833
-0.603380346350046,7.135020133409164
-0.102430717962402,3.2806028042817577
-0.0161156878313593,2.992140792618199
