x,y
0.410423672787671,2.2066571575363705
-0.12134597885609,3.6079006280007513
0.61380929219113,2.360620502704469
-0.342653552373799,4.883008839623691
0.664723419084879,2.4786056166993222
-0.0481134654633293,3.280171375982795
0.861164810424056,3.3053986566203895
0.164771275004174,2.5680088563702794
-0.0336687369919011,3.2206253362075703
-0.413491677663257,5.394096542075426
-0.890909138501868,10.719567749517518
0.370110622724886,2.2287654984222525
-0.123722346526986,3.619271283717982
-0.149887454977477,3.747600576379896
0.956071946916109,3.9554704120565995
0.315767435614664,2.282839681561948
-0.681212580142463,7.907041959764834
0.200969834189962,2.4823997606492396
0.722807174426212,2.6582868718378703
0.372810617698047,2.226795199527573
-0.61715086817449,7.210274975086815
0.480164388316985,2.207084369111305
-0.603380346350046,7.0690871240099025
-0.102430717962402,3.519062429517383
-0.0161156878313593,3.1504882389159654
